#YY_#yr,MM_mo,DD_dy,hh_hr,mm_mn,WDIR_degT,WSPD_m/s,GST_m/s,WVHT_m,DPD_sec,APD_sec,MWD_degT,PRES_hPa,ATMP_degC,WTMP_degC,DEWP_degC,VIS_mi,TIDE_ft
2012,9,3,8,50,137,5.3,6.0,0.86,10.0,5.08,,1021.5,17.6,19.2,17.1,,
2012,9,3,9,50,152,4.1,4.8,0.94,10.0,5.55,,1022.0,17.6,19.3,17.6,,
2012,9,3,10,50,156,4.8,5.5,0.9,10.0,5.88,,1022.4,17.9,19.3,17.6,,
2012,9,3,11,50,155,3.7,4.5,0.93,10.81,5.52,,1022.9,18.1,19.3,17.6,,
2012,9,3,12,50,162,3.6,4.4,0.88,5.88,5.4,,1023.2,18.2,19.4,17.6,,
2012,9,3,13,50,176,3.8,4.7,0.91,11.43,5.58,,1023.2,18.3,19.5,17.3,,
2012,9,3,14,50,176,4.5,5.6,0.86,5.88,5.34,,1023.2,18.7,19.6,16.1,,
2012,9,3,15,50,165,4.9,5.9,0.89,5.56,5.16,,1022.9,18.5,19.9,16.8,,
2012,9,3,16,50,168,5.0,6.0,0.9,10.0,5.28,,1022.5,18.6,19.9,16.7,,
2012,9,3,17,50,182,4.7,5.5,0.85,10.0,5.25,,1022.5,18.8,20.0,16.3,,
2012,9,3,18,50,205,4.9,5.7,0.77,9.09,5.31,,1022.6,19.1,19.9,15.9,,
2012,9,3,19,50,204,4.3,5.1,0.74,9.09,5.17,,1022.4,19.2,19.9,16.4,,
2012,9,3,20,50,198,4.5,6.0,0.78,9.09,5.32,,1022.4,19.3,19.9,16.2,,
2012,9,3,21,50,187,5.0,6.2,0.75,8.33,5.34,,1021.9,19.4,19.9,15.7,,
2012,9,3,22,50,198,5.7,6.7,0.71,8.33,4.84,,1021.7,19.3,19.7,15.5,,
2012,9,3,23,50,190,6.0,6.8,0.69,6.67,4.8,,1021.7,19.1,19.8,15.4,,
2012,9,4,0,50,181,7.0,8.1,0.75,5.56,4.46,,1021.6,19.1,19.7,15.8,,
2012,9,4,1,50,193,7.6,8.9,0.8,13.79,4.16,,1021.3,19.0,19.7,16.0,,
2012,9,4,2,50,194,7.1,8.4,0.8,13.79,3.87,,1021.2,19.1,19.8,16.1,,
2012,9,4,3,50,197,7.1,8.0,0.72,10.81,3.87,,1021.2,19.1,19.7,16.4,,
2012,9,4,4,50,198,7.3,8.6,0.77,12.9,4.08,,1020.7,19.0,19.6,16.7,,
2012,9,4,5,50,200,7.4,8.4,0.78,12.12,3.95,,1020.3,19.0,19.6,16.5,,
2012,9,4,6,50,202,7.1,8.6,0.84,12.12,4.09,,1020.0,19.1,19.5,16.6,,
2012,9,4,7,50,204,6.8,7.7,0.81,3.85,4.21,,1019.6,19.1,19.5,16.4,,
2012,9,4,8,50,227,5.8,7.0,0.84,4.35,4.16,,1020.0,19.2,19.6,17.3,,
2012,9,4,9,50,214,5.0,6.0,0.79,4.0,4.4,,1019.9,19.1,19.6,17.3,,
2012,9,4,10,50,201,4.7,5.5,0.84,9.09,4.85,,1020.2,19.2,19.5,18.0,,
2012,9,4,11,50,199,5.0,5.8,0.76,16.0,5.01,,1020.4,19.4,19.4,17.5,,
2012,9,4,12,50,196,5.6,6.4,0.76,16.0,4.91,,1020.1,19.6,19.4,17.5,,
2012,9,4,13,50,207,5.5,6.3,0.79,16.0,4.84,,1020.1,19.6,19.4,18.7,,
2012,9,4,14,50,207,4.9,5.7,0.89,14.81,4.94,,1019.6,19.6,19.5,19.3,,
2012,9,4,15,50,195,4.4,5.1,0.98,14.81,5.61,,1019.5,19.7,19.6,19.6,,
2012,9,4,16,50,190,4.6,5.5,0.91,14.81,5.47,,1019.0,19.6,19.6,19.6,,
2012,9,4,17,50,161,4.0,5.1,1.01,13.79,5.92,,1018.7,19.2,19.6,19.2,,
2012,9,4,18,50,188,7.3,8.9,1.06,14.81,6.39,,1017.6,19.0,19.6,17.4,,
2012,9,4,19,50,150,7.5,8.8,1.19,13.79,5.82,,1016.6,18.3,19.7,17.5,,
2012,9,4,20,50,145,7.5,8.6,1.19,14.81,5.81,,1016.2,18.8,19.8,18.6,,
2012,9,4,21,50,135,7.6,8.7,1.05,14.81,5.33,,1015.9,19.1,19.8,18.8,,
2012,9,4,22,50,133,6.8,8.9,1.19,13.79,5.95,,1015.6,19.2,19.8,19.1,,
2012,9,4,23,50,141,7.3,8.8,1.34,14.81,6.14,,1015.2,19.6,19.8,19.6,,
2012,9,5,0,50,136,7.1,8.5,1.34,14.81,5.98,,1014.6,19.3,19.8,19.3,,
2012,9,5,1,50,146,7.0,9.2,1.26,13.79,6.04,,1014.0,19.9,19.8,19.9,,
2012,9,5,2,50,164,8.3,9.8,1.29,13.79,5.36,,1013.0,20.4,19.8,20.4,,
2012,9,5,3,50,169,8.5,10.0,1.5,13.79,5.25,,1011.9,20.2,19.7,20.2,,
2012,9,5,4,50,177,9.0,11.5,1.53,13.79,5.77,,1010.9,20.6,19.7,20.6,,
2012,9,5,5,50,183,9.2,10.7,1.71,12.9,5.7,,1010.2,20.6,19.7,20.6,,
2012,9,5,6,50,186,8.7,9.9,1.86,12.12,5.79,,1009.4,20.7,19.6,20.7,,
2012,9,5,7,50,192,8.7,10.4,1.86,12.12,5.99,,1008.8,20.7,19.6,20.7,,
2012,9,5,8,50,189,9.4,11.3,2.05,12.9,6.31,,1008.1,20.6,19.5,20.6,,
2012,9,5,9,50,191,9.7,11.2,2.24,12.9,6.59,,1007.3,20.7,19.5,20.7,,
2012,9,5,10,50,189,10.1,12.4,2.13,12.9,6.29,,1006.9,20.9,19.5,20.9,,
2012,9,5,11,50,196,11.9,13.7,2.05,5.56,5.5,,1006.1,21.2,19.5,21.2,,
2012,9,5,12,50,196,12.8,16.3,2.06,13.79,5.54,,1005.1,21.3,19.4,21.3,,
2012,9,5,13,50,197,13.0,15.5,2.43,14.81,5.68,,1004.5,21.4,19.4,21.4,,
2012,9,5,14,50,206,12.0,14.1,2.49,6.25,5.65,,1004.7,21.3,19.3,21.3,,
2012,9,5,15,50,217,11.1,13.2,2.41,5.88,5.76,,1004.8,21.3,19.4,21.3,,
2012,9,5,16,50,220,9.9,11.3,2.13,6.67,5.48,,1004.8,21.2,19.5,21.2,,
2012,9,5,17,50,269,4.9,5.8,2.33,12.9,5.89,,1005.7,19.9,19.5,19.9,,
2012,9,5,18,50,304,7.3,8.5,2.16,12.9,6.5,,1006.2,18.7,19.5,18.7,,
2012,9,5,19,50,325,6.8,8.4,2.09,12.9,6.54,,1006.7,19.1,19.4,19.1,,
2012,9,5,20,50,334,4.1,5.3,2.02,7.14,6.63,,1007.2,19.1,19.3,19.1,,
2012,9,5,21,50,336,4.6,5.9,2.13,12.9,7.66,,1007.8,19.0,19.2,19.0,,
2012,9,5,22,50,7,3.4,4.6,1.86,12.12,7.31,,1008.2,18.8,19.1,18.8,,
2012,9,5,23,50,356,2.8,3.8,2.06,12.12,7.63,,1009.3,18.8,18.9,18.8,,
2012,9,6,0,50,11,5.0,6.5,1.9,12.9,7.77,,1009.7,18.5,18.7,18.5,,
2012,9,6,1,50,46,3.8,4.6,1.68,13.79,7.26,,1009.9,18.0,18.4,18.0,,
2012,9,6,2,50,55,3.7,4.5,1.65,11.43,7.28,,1009.3,17.7,18.4,17.7,,
2012,9,6,3,50,33,1.7,2.2,1.43,11.43,7.08,,1009.6,17.8,18.5,17.8,,
2012,9,6,4,50,12,3.0,3.9,1.52,12.9,7.54,,1009.9,17.8,18.4,17.8,,
2012,9,6,5,50,8,1.6,2.3,1.5,12.9,7.65,,1009.8,17.7,18.2,17.7,,
2012,9,6,6,50,3,2.3,3.1,1.49,12.12,7.97,,1009.9,17.5,18.2,17.5,,
2012,9,6,7,50,326,2.1,3.1,1.57,11.43,8.41,,1009.9,17.7,18.3,17.7,,
2012,9,6,8,50,331,2.6,3.7,1.72,12.9,8.89,,1009.9,17.9,18.6,17.9,,
2012,9,6,9,50,322,2.9,4.0,1.79,10.0,8.86,,1010.5,18.2,18.8,18.2,,
2012,9,6,10,50,13,4.5,5.4,1.78,13.79,9.04,,1011.2,17.8,19.0,17.8,,
2012,9,6,11,50,13,3.3,4.2,1.94,12.9,9.05,,1011.8,17.6,19.0,17.6,,
2012,9,6,12,50,22,2.0,2.6,1.81,12.12,8.91,,1012.1,17.4,19.0,17.4,,
2012,9,6,13,50,42,2.1,2.7,1.6,10.81,8.54,,1012.2,17.5,19.1,17.5,,
2012,9,6,14,50,24,1.9,2.7,1.6,12.9,8.56,,1011.9,17.5,19.3,17.5,,
2012,9,6,15,50,319,1.7,2.5,1.5,13.79,8.32,,1011.5,17.6,19.5,17.4,,
2012,9,6,16,50,275,1.1,1.9,1.5,11.43,8.06,,1011.7,17.9,19.6,17.6,,
2012,9,6,17,50,330,0.2,0.6,1.46,12.9,8.37,,1011.1,18.4,19.8,17.5,,
2012,9,6,18,50,171,0.4,1.1,1.46,12.12,8.51,,1010.6,18.4,20.1,17.6,,
2012,9,6,19,50,201,2.0,2.8,1.46,12.12,8.47,,1011.1,18.8,20.0,18.6,,
2012,9,6,20,50,181,3.8,4.9,1.55,11.43,8.69,,1010.6,19.2,19.6,19.2,,
2012,9,6,21,50,211,3.2,3.8,1.49,11.43,8.67,,1010.7,19.4,19.3,19.4,,
2012,9,6,22,50,214,4.3,5.0,1.65,12.12,8.73,,1011.0,19.5,19.1,19.5,,
2012,9,6,23,50,204,4.4,5.3,1.63,10.81,7.96,,1011.2,19.4,19.0,19.4,,
2012,9,7,0,50,216,3.6,4.1,1.49,10.0,7.71,,1011.5,19.4,18.9,19.4,,
2012,9,7,1,50,199,4.4,5.2,1.31,12.12,7.05,,1011.1,19.6,19.1,19.6,,
2012,9,7,2,50,215,4.4,5.3,1.41,12.12,6.84,,1011.3,19.6,19.2,19.6,,
2012,9,7,3,50,211,5.9,7.2,1.35,11.43,6.6,,1011.1,19.7,19.4,19.7,,
2012,9,7,4,50,210,6.3,7.2,1.27,12.9,6.35,,1011.1,19.7,19.3,19.7,,
2012,9,7,5,50,212,6.2,7.9,1.36,12.12,6.66,,1010.9,19.8,19.4,19.8,,
2012,9,7,6,50,206,5.6,6.8,1.31,12.12,6.57,,1010.6,19.8,19.5,19.8,,
2012,9,7,7,50,205,5.5,7.0,1.28,12.12,6.44,,1010.4,19.8,19.5,19.8,,
2012,9,7,8,50,201,6.3,7.4,1.43,12.12,7.06,,1010.3,19.7,19.3,19.7,,
2012,9,7,9,50,212,5.8,7.0,1.65,12.12,7.33,,1010.6,19.6,19.1,19.6,,
2012,9,7,10,50,234,7.4,8.6,1.63,12.9,7.0,,1011.4,19.4,19.0,19.4,,
2012,9,7,11,50,233,5.6,7.0,1.67,12.12,6.99,,1012.0,19.1,18.9,19.1,,
2012,9,7,12,50,238,5.5,6.5,1.55,12.12,6.69,,1012.3,19.0,18.8,19.0,,
2012,9,7,13,50,244,5.0,5.9,1.53,12.12,6.66,,1012.6,18.8,18.7,18.8,,
2012,9,7,14,50,227,6.0,6.8,1.44,12.9,6.54,,1012.5,18.7,18.8,18.7,,
2012,9,7,15,50,241,5.6,6.7,1.45,13.79,6.46,,1012.4,18.6,19.0,18.6,,
2012,9,7,16,50,251,4.0,5.0,1.39,12.9,6.33,,1012.1,19.0,19.1,19.0,,
2012,9,7,17,50,249,4.5,5.5,1.34,12.9,6.43,,1012.5,19.6,19.3,19.6,,
2012,9,7,18,50,250,3.0,3.7,1.29,12.9,6.77,,1011.9,20.0,19.7,20.0,,
2012,9,7,19,50,234,2.7,3.1,1.43,12.12,7.62,,1012.0,20.4,20.0,20.4,,
2012,9,7,20,50,215,2.8,3.4,1.38,11.43,7.65,,1012.0,20.4,20.0,20.4,,
2012,9,7,21,50,206,2.5,3.8,1.43,12.12,8.11,,1012.1,20.3,20.1,20.3,,
2012,9,7,22,50,181,5.0,5.7,1.55,12.12,8.66,,1012.0,20.2,19.9,20.2,,
2012,9,7,23,50,185,4.6,5.7,1.53,12.9,8.56,,1012.4,20.3,19.7,20.3,,
2012,9,8,0,50,183,5.8,7.2,1.36,10.81,7.98,,1012.7,20.5,19.7,20.5,,
2012,9,8,1,50,198,6.0,7.2,1.4,12.9,7.93,,1012.9,20.4,19.4,20.4,,
2012,9,8,2,50,181,5.4,6.9,1.49,12.9,8.16,,1012.5,20.2,19.3,20.2,,
2012,9,8,3,50,177,4.7,5.7,1.27,13.79,7.53,,1012.1,20.2,19.2,20.2,,
2012,9,8,4,50,181,4.6,5.2,1.23,12.12,7.13,,1011.7,20.1,19.2,20.1,,
2012,9,8,5,50,180,4.9,5.8,1.24,12.9,7.79,,1011.6,20.1,19.2,20.1,,
2012,9,8,6,50,201,5.7,6.9,1.23,12.9,6.77,,1012.3,20.0,19.2,20.0,,
2012,9,8,7,50,192,6.8,8.0,1.49,12.9,6.99,,1012.1,20.3,19.3,20.3,,
2012,9,8,8,50,182,6.5,7.5,1.39,12.12,6.2,,1011.8,20.1,19.3,20.1,,
2012,9,8,9,50,181,6.9,8.2,1.57,10.81,6.38,,1011.3,20.3,19.3,20.3,,
2012,9,8,10,50,183,7.5,8.7,1.61,11.43,6.22,,1011.4,19.9,19.4,19.9,,
2012,9,8,11,50,182,8.0,9.5,1.63,12.9,6.11,,1011.6,20.2,19.5,20.2,,
2012,9,8,12,50,188,6.3,7.3,1.57,11.43,6.05,,1011.8,20.5,19.5,20.5,,
2012,9,8,13,50,179,7.0,8.1,1.56,12.9,6.31,,1011.5,20.8,19.6,20.8,,
2012,9,8,14,50,172,7.6,9.1,1.55,12.12,6.44,,1010.9,20.6,19.7,20.6,,
2012,9,8,15,50,164,7.6,8.9,1.41,10.81,5.61,,1010.3,20.4,19.8,20.4,,
2012,9,8,16,50,164,8.1,9.2,1.47,12.9,5.98,,1009.7,20.7,19.9,20.7,,
2012,9,8,17,50,165,7.9,9.5,1.55,12.9,6.19,,1009.3,20.9,20.0,20.9,,
2012,9,8,18,50,163,8.8,10.8,1.44,12.9,5.43,,1008.2,21.1,20.1,21.1,,
2012,9,8,19,50,164,10.1,11.6,1.66,12.9,5.53,,1007.2,21.2,20.1,21.2,,
2012,9,8,20,50,164,9.3,10.9,1.68,12.12,5.54,,1006.7,21.2,20.1,21.2,,
2012,9,8,21,50,162,10.1,11.8,1.77,12.12,5.52,,1005.8,21.2,20.0,21.2,,
2012,9,8,22,50,165,9.8,11.5,1.86,12.12,5.54,,1005.3,21.2,19.9,21.2,,
2012,9,8,23,50,162,10.4,12.3,1.83,11.43,5.61,,1005.4,21.1,19.8,21.1,,
2012,9,9,0,50,164,10.4,11.7,1.9,12.12,5.38,,1005.2,21.1,19.7,21.1,,
2012,9,9,1,50,169,10.8,12.4,2.03,12.12,5.39,,1004.7,21.1,19.7,21.1,,
2012,9,9,2,50,177,9.6,10.9,1.99,5.56,5.51,,1004.5,21.3,19.6,21.3,,
2012,9,9,3,50,181,11.3,13.0,2.06,6.25,5.34,,1004.0,21.8,19.8,21.8,,
2012,9,9,4,50,194,12.3,15.2,2.19,5.88,5.23,,1003.7,21.9,19.8,21.9,,
2012,9,9,5,50,229,5.9,6.8,2.14,6.25,5.44,,1004.7,20.0,19.9,20.0,,
2012,9,9,6,50,254,8.5,10.1,1.96,6.67,5.59,,1004.9,19.8,20.0,19.8,,
2012,9,9,7,50,253,7.9,9.3,1.82,12.12,5.67,,1005.5,19.5,20.0,19.5,,
2012,9,9,8,50,266,7.7,9.3,1.77,12.12,5.69,,1005.9,19.2,19.9,18.9,,
2012,9,9,9,50,271,6.0,7.6,1.71,10.81,5.85,,1005.9,19.1,19.9,19.0,,
2012,9,9,10,50,272,7.2,8.4,1.6,10.81,6.02,,1006.6,18.8,19.8,18.8,,
2012,9,9,11,50,271,6.9,8.1,1.76,11.43,6.64,,1007.8,18.7,19.6,18.7,,
2012,9,9,12,50,271,5.1,6.1,1.65,11.43,6.49,,1008.1,18.4,19.3,18.4,,
2012,9,9,13,50,295,4.5,6.3,1.53,12.9,6.71,,1008.5,18.5,19.2,18.5,,
2012,9,9,14,50,322,4.0,4.9,1.45,11.43,6.44,,1008.7,18.5,19.3,18.5,,
2012,9,9,15,50,359,3.5,4.3,1.51,12.12,6.55,,1009.4,17.9,19.2,17.9,,
2012,9,9,16,50,3,4.1,5.1,1.46,12.12,6.55,,1009.1,17.5,19.2,15.7,,
2012,9,9,17,50,342,3.7,4.5,1.38,12.12,6.31,,1009.2,17.5,19.2,14.2,,
2012,9,9,18,50,355,4.7,5.8,1.46,12.12,6.63,,1008.3,17.1,19.1,17.0,,
2012,9,9,19,50,10,4.5,5.3,1.58,12.12,6.64,,1008.4,17.2,19.1,16.6,,
2012,9,9,20,50,46,4.1,5.0,1.41,12.9,6.47,,1008.6,17.1,19.1,17.0,,
2012,9,9,21,50,24,4.1,5.0,1.54,11.43,6.75,,1008.5,17.0,19.2,17.0,,
2012,9,9,22,50,15,3.5,4.4,1.53,11.43,7.43,,1009.0,16.9,19.3,16.8,,
2012,9,9,23,50,15,3.2,4.1,1.39,12.12,7.01,,1009.3,17.1,19.4,16.9,,
2012,9,10,0,50,36,3.3,3.9,1.43,12.12,7.52,,1009.5,17.3,19.4,16.8,,
2012,9,10,1,50,12,3.5,4.2,1.46,12.12,8.27,,1009.6,17.5,19.4,16.6,,
2012,9,10,2,50,25,5.3,6.3,1.46,12.12,8.21,,1009.2,17.6,19.5,15.1,,
2012,9,10,3,50,28,5.1,6.6,1.33,12.12,7.78,,1009.1,17.1,19.4,15.6,,
2012,9,10,4,50,18,4.5,5.5,1.32,12.9,7.49,,1009.6,16.9,19.4,16.2,,
2012,9,10,5,50,360,6.6,7.9,1.4,12.12,7.2,,1009.1,17.3,19.3,16.4,,
2012,9,10,6,50,1,7.3,8.9,1.31,12.12,5.93,,1009.0,17.3,19.1,13.1,,
2012,9,10,7,50,354,8.4,9.9,1.4,12.9,5.99,,1009.1,17.2,19.0,12.4,,
2012,9,10,8,50,1,8.6,10.1,1.32,12.9,5.5,,1009.1,16.7,18.9,12.2,,
2012,9,10,9,50,352,7.9,9.9,1.49,12.12,5.96,,1009.4,16.5,18.9,12.9,,
2012,9,10,10,50,348,8.7,10.7,1.47,11.43,5.85,,1010.1,16.1,18.8,12.0,,
2012,9,10,11,50,349,9.1,11.0,1.53,11.43,5.59,,1010.3,15.7,18.7,12.0,,
2012,9,10,12,50,339,7.6,9.5,1.63,12.12,5.67,,1010.7,15.2,18.7,12.7,,
2012,9,10,13,50,333,7.7,9.3,1.54,12.9,6.24,,1011.0,15.3,18.7,11.6,,
2012,9,10,14,50,333,8.4,9.9,1.46,12.9,5.5,,1010.9,15.8,18.6,11.2,,
2012,9,10,15,50,332,9.2,11.4,1.45,12.9,5.2,,1010.7,16.0,18.7,11.0,,
2012,9,10,16,50,326,8.4,10.1,1.49,12.9,5.25,,1010.4,16.4,18.7,11.6,,
2012,9,10,17,50,323,7.2,8.8,1.29,13.79,4.94,,1010.1,16.9,18.7,11.5,,
2012,9,10,18,50,329,7.8,9.4,1.34,12.9,4.94,,1009.7,17.6,18.8,11.6,,
2012,9,10,19,50,328,9.5,11.2,1.33,12.9,4.97,,1009.7,17.8,18.8,11.1,,
2012,9,10,20,50,324,9.9,12.1,1.45,12.9,4.87,,1010.2,17.8,18.8,12.4,,
2012,9,10,21,50,328,12.5,15.0,1.54,12.9,4.69,,1010.5,17.5,18.8,10.8,,
2012,9,10,22,50,326,13.2,15.4,1.83,12.12,4.9,,1010.8,17.4,18.8,10.5,,
2012,9,10,23,50,335,13.3,16.0,1.87,5.0,4.67,,1011.6,16.8,18.6,9.9,,
2012,9,11,0,50,335,13.1,15.7,1.92,5.26,4.73,,1012.5,16.4,18.0,9.6,,
2012,9,11,1,50,331,12.1,14.6,2.06,12.9,5.21,,1012.9,16.0,17.7,9.9,,
2012,9,11,2,50,334,12.4,15.8,2.11,13.79,5.23,,1013.1,15.5,17.6,9.6,,
2012,9,11,3,50,336,11.1,13.4,1.97,13.79,5.16,,1013.7,15.2,17.3,9.8,,
2012,9,11,4,50,339,12.4,14.9,1.72,12.9,4.96,,1013.7,15.1,17.0,9.6,,
2012,9,11,5,50,338,12.0,15.0,2.17,5.88,5.35,,1014.1,15.0,16.8,9.7,,
2012,9,11,6,50,338,11.2,13.8,2.09,5.56,5.29,,1014.5,14.9,16.3,9.9,,
2012,9,11,7,50,334,11.2,13.3,1.89,12.9,5.42,,1015.1,14.7,16.0,8.9,,
2012,9,11,8,50,333,10.0,12.0,1.8,5.88,5.38,,1016.1,14.5,16.0,8.8,,
2012,9,11,9,50,338,9.0,10.7,1.91,13.79,5.49,,1017.1,14.2,16.0,9.1,,
2012,9,11,10,50,338,9.5,12.2,1.86,13.79,5.3,,1018.2,14.2,16.0,8.5,,
2012,9,11,11,50,331,9.3,11.3,1.89,13.79,5.44,,1019.3,14.0,16.2,8.0,,
2012,9,11,12,50,333,8.8,10.8,1.7,13.79,5.29,,1020.2,14.1,16.3,7.8,,
2012,9,11,13,50,333,9.3,10.7,1.46,14.81,4.86,,1020.8,14.0,16.2,7.4,,
2012,9,11,14,50,337,8.6,9.8,1.43,13.79,4.68,,1021.2,14.5,16.5,6.6,,
2012,9,11,15,50,328,6.5,8.0,1.35,14.81,4.99,,1021.2,14.4,16.6,6.9,,
2012,9,11,16,50,313,6.0,7.1,1.31,14.81,5.25,,1021.5,14.8,16.6,6.9,,
2012,9,11,17,50,301,6.5,7.9,1.18,14.81,5.58,,1021.4,15.4,16.6,7.1,,
2012,9,11,18,50,285,5.3,6.6,0.94,13.79,5.31,,1021.3,16.1,16.6,6.9,,
2012,9,11,19,50,286,5.6,6.5,0.92,12.9,6.19,,1021.0,16.5,16.5,7.5,,
2012,9,11,20,50,276,5.8,7.0,0.87,13.79,6.16,,1021.2,16.9,16.5,8.4,,
2012,9,11,21,50,249,4.7,6.1,0.9,12.9,6.78,,1021.6,17.4,16.1,9.8,,
2012,9,11,22,50,249,5.5,6.5,0.81,12.9,6.29,,1021.6,17.0,16.1,11.5,,
2012,9,11,23,50,240,5.0,6.0,0.81,11.43,6.14,,1022.1,17.0,16.1,13.3,,
2012,9,12,0,50,224,5.2,6.3,0.83,12.9,6.07,,1022.7,17.1,16.0,13.9,,
2012,9,12,1,50,226,4.5,5.2,1.04,12.12,6.62,,1023.1,17.2,16.0,14.4,,
2012,9,12,2,50,220,4.1,4.9,0.92,11.43,5.83,,1023.5,17.2,15.9,14.7,,
2012,9,12,3,50,219,3.7,4.1,0.91,12.12,5.72,,1023.6,17.3,15.9,15.6,,
2012,9,12,4,50,230,5.1,5.7,0.92,12.9,5.14,,1023.8,17.5,15.8,16.7,,
2012,9,12,5,50,239,4.9,5.6,0.84,12.12,4.72,,1023.9,17.6,16.2,17.1,,
2012,9,12,6,50,248,4.4,5.1,0.8,12.9,4.4,,1024.2,17.6,16.3,16.9,,
2012,9,12,7,50,256,3.4,4.0,0.68,11.43,4.3,,1024.3,17.3,16.6,17.3,,
2012,9,12,8,50,258,2.3,2.9,0.77,12.12,4.86,,1024.6,17.3,16.6,17.2,,
2012,9,12,9,50,326,3.0,3.6,0.68,12.12,4.87,,1025.2,16.5,16.8,16.5,,
2012,9,12,10,50,349,3.4,4.0,0.66,11.43,5.12,,1025.6,16.1,16.8,16.1,,
2012,9,12,11,50,349,3.0,3.5,0.65,11.43,5.27,,1025.9,16.1,16.5,16.1,,
2012,9,12,12,50,350,1.5,1.9,0.68,10.81,5.75,,1026.5,15.9,16.2,15.9,,
2012,9,12,13,50,7,1.5,1.8,0.65,10.81,5.97,,1026.9,15.9,16.2,15.9,,
2012,9,12,14,50,74,0.3,0.6,0.63,10.0,6.44,,1027.2,16.6,16.9,16.0,,
2012,9,12,15,50,296,0.3,0.5,0.63,10.81,6.33,,1027.4,17.0,17.8,14.1,,
2012,9,12,16,50,204,0.4,0.8,0.55,10.0,5.94,,1027.4,18.2,17.7,14.5,,
2012,9,12,17,50,243,1.2,1.6,0.57,11.43,6.32,,1027.2,18.1,18.0,13.3,,
2012,9,12,18,50,226,1.2,1.5,0.58,10.81,6.52,,1027.0,18.6,17.7,15.2,,
2012,9,12,19,50,209,1.7,1.9,0.55,11.43,6.34,,1026.9,19.0,18.5,13.4,,
2012,9,12,20,50,203,2.6,2.9,0.55,10.0,6.29,,1026.7,18.9,17.9,16.2,,
2012,9,12,21,50,202,2.8,3.2,0.52,10.81,6.29,,1026.5,18.5,17.9,17.2,,
2012,9,12,22,50,203,3.6,4.1,0.56,10.0,6.54,,1026.3,18.4,18.0,15.7,,
2012,9,12,23,50,209,3.8,4.3,0.47,10.0,5.99,,1026.8,18.2,17.9,16.8,,
2012,9,13,0,50,191,4.0,4.6,0.47,12.12,6.1,,1026.9,18.2,17.6,17.3,,
2012,9,13,1,50,196,3.7,4.3,0.52,11.43,6.35,,1027.1,18.2,17.4,18.0,,
2012,9,13,2,50,199,4.1,4.7,0.56,10.81,6.09,,1027.0,18.3,17.0,18.0,,
2012,9,13,3,50,202,4.1,5.1,0.59,11.43,6.0,,1026.8,18.3,16.7,18.2,,
2012,9,13,4,50,212,4.8,5.9,0.56,12.12,5.44,,1026.6,18.3,16.9,18.3,,
2012,9,13,5,50,221,5.1,6.0,0.61,11.43,5.06,,1026.7,18.1,16.5,18.1,,
2012,9,13,6,50,221,4.8,5.6,0.65,12.12,4.58,,1026.7,18.0,16.5,18.0,,
2012,9,13,7,50,220,4.8,5.4,0.64,12.12,4.53,,1026.6,17.9,16.7,17.9,,
2012,9,13,8,50,220,5.1,5.8,0.72,11.43,4.41,,1026.4,17.9,16.8,17.9,,
2012,9,13,9,50,220,5.0,6.2,0.73,11.43,4.41,,1026.7,17.7,16.6,17.7,,
2012,9,13,10,50,214,5.5,6.2,0.81,11.43,4.3,,1026.8,17.7,16.1,17.7,,
2012,9,13,11,50,214,5.3,6.1,0.91,11.43,4.46,,1026.8,17.8,16.1,17.8,,
2012,9,13,12,50,219,5.4,6.1,0.95,10.81,4.38,,1026.8,17.9,16.1,17.9,,
2012,9,13,13,50,220,5.5,6.6,0.88,4.55,4.26,,1027.2,18.0,16.2,18.0,,
2012,9,13,14,50,220,5.8,6.9,0.91,10.81,4.52,,1027.0,18.0,16.4,18.0,,
2012,9,13,15,50,227,5.7,6.4,0.97,10.0,4.61,,1026.9,18.2,16.6,18.2,,
2012,9,13,16,50,218,5.6,6.7,1.02,11.43,4.82,,1026.8,18.3,16.9,18.3,,
2012,9,13,17,50,215,5.9,6.9,1.05,10.81,4.93,,1026.3,18.5,16.9,18.5,,
2012,9,13,18,50,209,6.2,7.3,1.0,10.81,4.77,,1025.9,18.7,17.0,18.7,,
2012,9,13,19,50,197,6.2,7.0,0.9,11.43,4.69,,1025.5,18.9,17.1,18.9,,
2012,9,13,20,50,192,6.1,6.9,0.87,11.43,4.51,,1025.2,19.0,17.1,19.0,,
2012,9,13,21,50,195,6.4,7.4,0.89,10.81,4.42,,1024.9,19.0,17.3,19.0,,
2012,9,13,22,50,194,6.8,7.9,0.87,4.17,4.05,,1024.7,18.9,17.2,18.9,,
2012,9,13,23,50,191,6.5,7.6,0.91,4.55,4.32,,1024.7,18.9,17.3,18.9,,
2012,9,14,0,50,195,6.6,8.1,0.93,4.76,4.23,,1024.4,18.9,17.1,18.9,,
2012,9,14,1,50,204,6.8,8.1,0.96,4.76,4.2,,1024.0,18.9,16.9,18.9,,
2012,9,14,2,50,211,6.3,7.1,1.01,5.0,4.37,,1024.1,18.6,16.7,18.6,,
2012,9,14,3,50,207,6.4,7.6,0.93,4.76,4.22,,1024.0,18.6,16.7,18.6,,
2012,9,14,4,50,206,7.2,8.7,0.95,9.09,4.13,,1023.9,18.5,16.6,18.5,,
